Palabra	(Archivo, Cantidad)
advanced	(2,19) (1,15) (7,1) (4,1) (6,2) (5,1) (9,1) (3,2) (0,3) 
advancement	(1,2) (6,1) (2,2) 
advancements	(1,1) 
advances	(2,5) (1,2) (5,1) (9,1) 
advancing	(2,4) (1,2) 
advantage	(2,6) (0,1) (1,5) (7,1) 
advantages	(0,1) (6,1) (3,1) 
advent	(1,2) (2,2) 
adventism	(1,1) (6,1) 
adventists	(6,1) (1,2) (3,1) 
adventure	(3,1) 
adventurer	(2,1) 
adventures	(1,1) 
adventurous	(1,2) 
adversarial	(6,1) (2,1) (4,1) (1,1) 
adversary	(2,1) 
adverse	(2,1) 
adversely	(2,1) 
adversity	(2,1) 
advertising	(4,1) 
advice	(4,5) (2,2) (1,7) 
advise	(2,1) 
advised	(2,2) (5,1) 
advisers	(1,1) 
advisors	(2,2) (1,1) 
advisory	(2,3) 
advocacy	(5,1) (2,1) 
advocate	(4,1) (2,2) 
advocated	(2,3) (1,3) 
advocates	(1,2) (7,1) 
advocating	(2,2) 
aegean	(2,13) (1,1) 
aek	(2,3) 
aelia	(2,1) 
aeminium	(2,1) 
aeneid	(2,2) 
aeolian	(1,1) 
aerial	(4,1) 
aerocivil	(1,1) 
aeronautica	(1,2) 
aeronautics	(1,3) (4,1) 
aeronáutica	(1,2) 
aeroparque	(0,1) 
aeroporia	(2,1) 
aeroporto	(2,1) 
aeroportos	(2,1) 
aerospace	(2,3) (7,1) (3,1) (4,2) (1,2) 
aeschylus	(2,1) 
aesculapian	(1,1) 
aesthetic	(2,1) (1,2) 
aeta	(1,2) 
aetius	(1,1) 
aetolia-akarnania	(2,1) 
afanasy	(7,1) 
afc	(2,3) (1,1) 
afecavol	(2,1) 
affair	(2,2) 
affairin	(4,1) 
affairs	(4,4) (2,18) (1,17) (0,2) (9,1) (7,1) (6,1) (3,3) (5,1) 
affairscicig	(1,1) 
affairsgreece	(2,1) 
affairsin	(1,1) 
affect	(0,1) (2,2) (1,2) 
affected	(2,5) (1,10) (9,1) 
affectionately	(1,1) 
affects	(0,1) (2,1) 
affiliated	(1,3) (2,4) (3,1) 
affiliates	(1,1) 
affiliation	(2,9) (7,1) (1,3) 
affinities	(2,1) 
affinity	(7,1) 
affirm	(2,2) 
affirmative	(2,1) 
affirmed	(4,2) (1,1) 
affirms	(0,1) 
affluence	(6,1) 
affluent	(6,1) (2,1) 
afford	(2,3) (1,1) (5,1) 
affordability	(4,1) 
affordable	(2,2) 
afforded	(4,1) (1,1) 
affording	(1,1) 
afghan	(2,1) 
afghanistan	(2,4) (7,3) (1,2) (4,2) 
afn	(2,1) 
afonsinas	(2,1) 
afonsine	(2,1) 
afonso	(2,11) 
afonsos	(2,2) 
afontova	(7,1) 
aforementioned	(4,1) (1,2) 
afoxê	(3,1) 
afp	(6,1) 
afraid	(2,2) (1,1) 
africa	(1,16) (2,98) (6,1) (0,1) (7,1) (9,18) (3,3) 
africa-centred	(2,2) 
africa-south	(2,1) 
africain	(6,1) (2,1) 
african	(2,68) (6,2) (1,20) (4,2) (0,3) (9,1) (5,3) (3,7) 
african/carib	(1,1) 
africana	(6,1) 
africanos	(1,2) 
africans	(1,8) (2,6) (3,2) (5,2) 
africanus	(2,1) 
africas	(2,3) 
africasoviet	(2,1) 
afro	(2,1) 
afro-asian	(2,1) 
afro-brazilian	(1,1) 
afro-brazilians	(3,2) 
afro-carib	(2,1) 
afro-caribbean	(2,1) 
afro-colombian	(1,2) 
afro-costa	(2,3) 
afro-cuban	(2,2) 
afro-cubans	(2,1) 
afro-descendant	(2,1) (1,1) (5,1) 
afro-ecuadorian	(1,2) 
afro-ecuadorians	(1,1) 
afro-guatemalans	(1,1) 
afro-mexicans	(1,1) 
afro-salvadoran	(1,1) 
afroasiatic	(2,1) 
afrobeat	(2,1) 
afrobeats	(2,1) 
afrodescendiente	(5,1) 
aftasid	(2,1) 
after	(2,232) (5,24) (6,17) (1,224) (3,24) (4,12) (7,14) (0,19) (8,7) (9,24) 
after-hours	(4,1) 
aftermath	(1,4) (2,2) (7,3) 
afternoon	(2,1) (1,1) 
afternoons	(2,1) 
aftershocks	(6,1) 
afterward	(2,1) (1,1) 
afterwards	(2,3) (1,2) 
again	(2,22) (3,2) (5,1) (1,36) (7,1) (0,5) (8,3) (6,2) (9,2) 
against	(1,110) (2,93) (3,4) (4,4) (7,8) (5,7) (8,4) (0,16) (9,18) (6,6) 
agapa	(2,1) 
agate	(3,1) 
agatha	(2,1) 
agave	(1,1) 
age	(1,38) (3,1) (2,50) (7,11) (4,5) (5,2) (6,3) (9,8) (0,6) 
ageaccording	(2,1) 
aged	(1,11) (2,9) (7,3) (4,1) 
ageing	(2,1) 
agemodern	(1,1) 
agen	(1,1) 
agenaric	(8,1) 
agenarich	(8,1) 
agencia	(9,1) 
agencies	(5,1) (3,4) (7,2) (2,2) (1,5) (4,1) (6,1) 
agenciesargentina	(0,1) 
agency	(0,5) (2,23) (5,3) (1,18) (9,2) (7,6) (3,1) (4,2) (6,2) 
agenda	(2,1) (5,2) (1,2) 
agendain	(1,2) 
agendathe	(1,1) 
agent	(2,1) 
agents	(2,4) (1,3) (7,1) 
ages	(1,12) (2,18) (9,4) (0,1) (7,1) (8,3) (6,2) 
agessimultaneously	(9,1) 
ageus	(1,1) 
age—perhaps	(1,1) 
agglomerated	(2,1) 
agglomeration	(5,1) 
agglomerations	(1,1) (2,1) (6,1) (3,1) 
aggravated	(2,1) (7,1) 
aggregated	(2,1) 
aggregator	(2,1) 
aggression	(0,1) (2,2) 
aggressive	(1,2) (7,1) 
aggressively	(6,1) (2,1) 
agilolfings	(1,1) 
aging	(2,2) 
agio	(2,1) 
agitating	(4,1) 
agitations	(1,1) 
aglipayan	(1,2) 
agnes	(1,1) 
agnon	(2,1) 
agnostic	(1,3) 
agnostics	(0,1) (6,2) (1,1) 
ago	(1,20) (2,16) (7,7) (4,1) (3,1) (5,2) (6,4) (9,2) 
agoaboriginal	(1,1) 
agoin	(7,1) 
agostinho	(2,1) 
agote	(0,1) 
ago—and	(1,1) 
ago—both	(7,1) 
agra	(2,1) 
agrarian	(7,2) (9,1) (1,9) (2,5) (6,1) 
agree	(2,1) 
agreeable	(1,1) 
agreed	(1,15) (2,22) (7,1) (5,2) 
agreeing	(2,1) 
agreement	(2,29) (1,26) (4,4) (3,1) (0,1) (7,1) (6,1) (5,2) 
agreementin	(1,1) 
agreements	(1,13) (2,11) (4,3) (6,1) 
agri-food	(1,1) 
agribusiness	(1,2) 
agribusinesses	(1,1) 
agricultural	(1,33) (2,33) (5,9) (7,4) (4,2) (9,3) (0,1) (3,2) (6,7) 
agriculturally	(0,1) 
agriculturally-based	(1,1) 
agriculture	(1,27) (0,3) (7,5) (2,35) (5,4) (4,3) (6,10) (3,5) 
agriculturesince	(5,1) 
agrinio	(2,1) 
agrio	(1,1) 
agritourism	(1,1) 
agro-business	(2,1) 
agro-exporting	(2,1) 
agrobusinesses	(2,1) 
agrícolas	(1,1) 
agta	(1,1) 
agua	(1,4) 
aguapanela	(1,1) 
aguardiente	(1,1) 
aguaruna	(2,1) 
aguas	(1,1) 
aguilar	(1,1) 
aguilera	(1,1) 
aguinaldo	(1,1) 
aguirre	(1,1) (0,1) (2,1) 
aguiulfo	(2,1) 
aguiyi-ironsi	(2,1) 
aguleri	(2,1) 
agustina	(2,1) 
agustini	(1,1) 
agustín	(1,9) (0,3) (6,1) 
aguçadoura	(2,1) 
ahalolfing	(8,2) 
ahalolfings	(8,1) 
ahead	(2,6) (1,1) 
ahimsa	(2,1) 
ahli	(2,1) 
ahmad	(2,1) 
ahmadi	(2,1) 
ahmadiyya	(2,1) 
ahmadu	(2,3) 
ahmed	(2,5) 
ahmedabad	(2,1) 
ahuachapán	(1,1) 
ai	(9,1) (2,1) 
aid	(2,17) (1,12) (4,2) (0,1) (3,5) 
aided	(1,2) (2,4) 
aides	(7,1) 
aiding	(2,3) (1,1) 
aids	(2,1) 
aim	(2,8) (1,7) (3,1) 
aimed	(7,3) (2,9) (1,2) (5,1) (9,1) (6,1) 
aimilios	(2,1) 
aiming	(2,2) (1,1) (5,1) (9,1) 
aims	(9,2) (2,8) 
aingae	(1,1) 
air	(1,35) (2,43) (9,1) (7,1) (0,3) (3,3) (4,3) (5,3) (6,6) 
air-to-air	(2,1) 
airbase	(6,1) (2,1) 
airborne	(7,1) (1,1) 
aircraft	(1,5) (2,7) (6,2) (3,2) 
aire	(9,1) (2,1) 
aired	(2,1) (0,1) 
aires	(0,36) (2,3) (1,10) 
aires-aeroparque	(2,1) 
aires-ezeiza	(2,1) 
airesargentina	(0,1) 
airline	(1,9) (2,5) (6,1) 
airliner	(2,1) 
airlines	(2,7) (6,1) 
airplane	(3,1) 
airplanes	(3,1) 
airport	(3,2) (2,33) (1,23) (7,1) (0,3) (6,11) (9,4) (5,2) 
airports	(5,1) (1,6) (2,14) (3,1) (7,1) (6,1) (0,1) (9,2) 
airsoft	(2,1) 
airspace	(7,1) (5,1) (2,2) 
airstrips	(1,1) 
airtel	(2,1) 
airways	(2,5) (1,1) 
aivazovsky	(7,1) 
aizenberg	(0,1) 
ajami	(2,1) 
ajanta	(2,2) 
ajaokuta	(2,1) 
ajayi	(2,1) 
ajiaco	(1,1) 
ajudá	(2,2) 
ajudás	(2,1) 
ajísome	(1,1) 
aka	(1,1) 
akanu	(2,1) 
akbar	(2,2) 
akhmatova	(7,1) 
akin	(2,1) 
akintola	(2,1) 
akitoye	(2,1) 
aklanon	(1,1) 
akragas	(1,1) 
akritas	(2,1) 
akrites	(2,1) 
akritic	(2,2) 
aktio-preveza	(2,1) 
akwa	(2,1) 
al	(2,63) (1,1) 
al-andalus	(9,3) (2,2) 
al-andaluz	(2,1) 
al-aqsa	(2,1) 
al-arish–ashkelon	(2,1) 
al-aziz	(2,1) 
al-bairaq	(2,2) 
al-buldan	(2,1) 
al-hamawis	(2,1) 
al-hasa	(2,1) 
al-hasain	(2,1) 
al-khadr	(2,1) 
al-khalifas	(2,1) 
al-khatt	(2,1) 
al-maadheed	(2,1) 
al-mayassa	(2,2) 
al-qaeda	(2,1) (9,1) 
al-ras	(2,1) 
al-sudan	(2,1) 
al-tabatabai	(2,1) 
al-tamimi	(2,1) 
al-thani	(2,1) 
al-umar	(2,1) 
alabama	(2,1) 
alagoas	(3,1) 
alaide	(1,1) 
alajuela	(2,2) 
alamanni	(8,4) 
alamannia	(8,28) (1,1) 
alamannic	(8,9) 
alamannici	(8,1) 
alamannorum	(8,3) (1,1) 
alan	(2,6) 
alans	(2,3) (1,1) (9,1) 
alarcón	(1,1) 
alarm	(2,1) 
alarmed	(1,2) (2,1) 
alarming	(2,2) 
alaska	(7,1) (4,1) 
alaska–bc	(4,1) 
alaska–yukon	(4,1) 
alassane	(2,1) 
alba	(1,2) (5,1) (2,1) (8,1) 
albacore	(9,1) 
albanese	(2,1) (1,1) 
albania	(1,4) (2,10) 
albanian	(1,2) (0,1) (2,4) 
albanian-speaking	(2,1) 
albanians	(1,1) (2,1) 
albany	(1,1) 
albay	(1,1) 
albazo	(1,1) 
albegowe	(8,1) 
albeit	(2,3) (1,3) 
albemarle	(2,1) 
albert	(1,1) 
alberta	(4,4) 
alberti	(1,2) 
albertine	(1,1) 
alberto	(1,8) (5,1) (3,1) (2,8) (0,7) (6,1) 
albgau	(8,1) 
alborán	(9,1) 
albuch	(8,1) 
albums	(1,1) 
albuquerque	(2,2) 
albán	(1,2) 
albéniz	(9,1) 
alcañices	(2,1) 
alcide	(1,1) 
alcohol	(2,13) (4,1) (7,1) 
alcoholic	(7,2) (2,3) (1,1) 
alcoholmiguel	(2,1) 
alcácer	(2,2) 
alcântara	(3,1) 
aldana	(1,1) 
aldermen	(1,1) 
aldo	(3,1) (1,2) 
alegre	(3,1) (2,1) 
alegría	(2,1) 
alejandra	(0,1) 
alejandro	(0,2) (2,5) (1,8) 
alekos	(2,3) 
aleksandr	(7,5) 
aleksey	(7,1) 
alemanha	(8,1) 
alemania	(8,1) 
alemanni	(8,9) (1,8) 
alemannia	(1,2) (8,9) 
alemannia/swabia	(8,1) 
alemannic	(8,16) (5,1) 
alemans	(1,1) 
alemanya	(8,1) 
alemán	(1,1) (5,1) 
alencar	(3,2) 
alenquer	(2,1) 
alentejana	(2,1) 
alentejo	(2,10) 
aleph	(0,1) 
aleramo	(1,1) 
alert	(4,1) 
alesio	(2,1) 
alessandri	(6,5) 
alessandro	(1,4) 
alestra	(1,1) 
alex	(1,1) 
alexander	(1,4) (2,7) (7,15) 
alexanders	(2,3) 
alexandria	(2,1) (1,3) 
alexandros	(2,2) 
alexei	(7,1) 
alexiou	(2,1) 
alexis	(2,7) (7,1) 
alfa	(1,1) 
alfabetico	(1,1) 
alfajor	(1,1) 
alfajores	(0,1) 
alfarje	(5,1) 
alfaro	(1,7) 
alfieri	(1,1) 
alfonsina	(0,1) 
alfonso	(5,1) (1,6) (2,5) 
alfonsos	(5,1) 
alfonsín	(0,3) 
alfonsíns	(0,1) 
alfred	(7,1) 
alfredo	(1,8) (9,1) (0,3) (2,1) 
algae	(7,1) 
algarve	(2,16) 
algarves	(2,1) (3,2) 
algebra	(2,2) 
algeria	(2,4) (0,1) 
algerian	(2,1) 
algonquin	(4,1) 
alguashte	(1,1) 
alhaji	(2,1) 
alhucemas	(9,1) 
ali	(2,4) 
alicante	(9,1) 
alice	(4,1) 
alicia	(9,1) (1,2) 
alien	(2,1) 
alienated	(4,1) 
alienating	(2,2) 
alienation	(1,1) 
aliens	(1,1) 
alighieri	(1,1) 
aligned	(2,1) 
alignments	(2,1) 
aliko	(2,1) 
alipin	(1,4) 
alis	(2,1) 
alitalia	(1,1) 
alive	(2,2) (3,1) 
aliyah	(1,1) (2,7) 
aliyahs	(2,1) 
aljubarrota	(2,1) 
alkaline	(4,1) 
all	(4,14) (2,179) (1,158) (6,10) (5,15) (8,2) (7,15) (9,15) (3,29) (0,31) 
all-nations	(1,1) 
all-out	(5,1) (7,1) 
all-russian	(7,1) 
all-time	(2,6) (1,1) 
all-union	(7,1) 
alla	(7,1) 
allegations	(2,10) (1,2) (0,1) 
alleged	(9,1) (2,5) (0,1) (1,2) 
allegedly	(2,4) (3,1) (1,1) 
allegiance	(1,3) (2,3) (0,1) 
alleging	(2,1) (1,1) 
allemagne	(8,1) 
allen	(1,1) 
allende	(6,10) 
allendes	(6,6) 
alleviate	(2,2) 
alleviation	(2,1) (1,1) 
alley	(1,1) 
allgäu	(8,1) 
alliance	(8,1) (1,23) (2,22) (5,1) (6,5) (0,2) (7,1) 
alliance-	(6,1) 
allianceargentines	(0,1) 
alliances	(2,3) (1,2) (9,1) (7,1) (3,1) 
allied	(2,11) (1,14) (4,1) (5,2) (6,1) (0,1) (9,1) (3,2) (7,3) 
allies	(1,18) (2,12) (4,1) (5,1) (7,2) (3,1) 
allitaliana	(1,1) 
allocated	(2,3) (1,1) 
allocating	(1,1) 
allocations	(2,1) 
allotment	(1,1) 
allow	(0,1) (2,10) (1,14) (4,1) (6,2) (5,1) 
allowed	(1,16) (2,22) (0,4) (3,1) (9,2) (6,2) (5,3) 
allowing	(2,11) (0,1) (1,6) (4,1) (9,1) (6,2) (5,2) 
allows	(2,5) (1,5) (4,1) (3,1) (6,2) (7,1) 
alludes	(2,1) 
allusion	(2,1) 
alluvial	(2,2) (5,2) (9,1) 
ally	(7,3) (1,13) (0,2) (2,2) (3,1) 
alma	(5,1) 
almada	(2,1) 
almaen	(8,1) 
almagro	(6,2) 
almagros	(6,1) 
almajd	(2,2) 
almanya	(8,1) 
almas	(2,1) 
almayn	(8,1) 
almeida	(2,5) (3,1) 
almendra	(0,1) 
almería	(9,2) 
almohads	(9,1) (2,1) 
almojábanas	(1,1) 
almonds	(2,4) (1,1) 
almonte	(6,1) 
almoravids	(9,1) (2,1) 
almost	(2,45) (9,1) (1,38) (3,2) (7,1) (6,2) (0,5) (4,4) (5,4) 
almost-unknown	(3,1) 
almost-unparalleled	(0,1) 
aloag	(1,1) 
alone	(2,9) (9,2) (1,6) (0,2) (4,2) (5,1) 
along	(5,6) (1,51) (2,73) (3,7) (8,5) (7,18) (6,4) (9,14) (4,11) (0,8) 
alongside	(1,9) (2,6) (9,2) (4,2) 
alonso	(9,2) (5,1) (1,2) 
alouette	(4,1) 
alpamayo	(2,1) 
alpegowe	(8,1) 
alpha	(2,1) 
alphabet	(1,7) 
alphabetic	(1,1) 
alphabets	(2,2) (1,2) 
alphons	(2,1) 
alpine	(2,3) (1,10) (9,1) (5,1) (6,1) (4,1) 
alps	(1,14) (2,1) (8,2) 
alpujarras	(9,1) 
already	(9,1) (1,16) (2,14) (0,4) (3,3) (5,2) (7,1) 
already-existing	(7,1) 
alsace	(1,2) (8,14) 
alsatia	(1,1) 
also	(1,341) (7,22) (2,381) (9,39) (5,26) (0,28) (3,38) (6,31) (8,1) (4,21) 
alta	(1,2) 
altagracia	(5,1) 
altai	(7,2) 
altaic	(2,1) 
altamira	(9,1) 
altamirano	(6,1) (1,1) 
altamura	(1,1) 
altare	(1,1) 
altarpiece	(9,1) 
altars	(1,1) 
altenses	(1,3) 
alteration	(2,1) 
alterations	(1,1) 
altered	(2,1) 
alterman	(2,1) 
alternate	(1,1) 
alternated	(0,1) (2,1) 
alternately	(1,1) (2,1) 
alternative	(1,6) (5,2) (2,3) (9,2) (0,1) (7,1) 
alternatively	(1,1) 
alternatives	(1,1) (2,1) 
although	(2,78) (1,76) (5,10) (3,8) (7,5) (9,7) (6,9) (8,2) (0,11) (4,5) 
altice	(2,1) 
altiplano	(1,6) (5,1) (6,4) (2,1) 
altitude	(2,2) (5,2) (1,8) (3,1) (6,2) (0,1) (9,2) 
altitudes	(1,4) (6,2) (2,1) 
altitudinal	(1,3) 
altman	(1,1) 
alto	(2,3) (1,9) 
alto-adige	(1,1) 
alto-adiges	(1,1) 
altogether	(2,2) (1,1) 
altos	(1,9) (2,1) 
alula	(2,1) 
aluminium	(2,1) (5,1) 
aluminum	(0,1) (4,1) 
alumnus	(1,1) 
alvarado	(1,20) (2,2) (9,1) 
alvarez	(1,2) 
alvarezs	(1,1) 
alvarinho	(2,1) 
alvaro	(1,2) 
alverca	(2,1) 
always	(1,4) (2,4) (6,2) (7,1) (0,1) (5,1) (4,1) 
alzheimers	(4,1) (1,1) 
am	(2,1) (0,1) 
ama	(1,2) 
amacuro	(5,2) 
amadeo	(2,1) 
amado	(3,1) 
amalfi	(1,1) 
amalgamating	(1,1) 
aman	(2,1) 
amapá	(3,1) 
amar	(2,1) 
amaral	(3,1) 
amaranthaceaes	(2,1) 
amaravati	(2,1) 
amarela	(3,1) 
amareleja	(2,1) 
amaro	(1,1) 
amaru	(2,2) (0,2) 
amass	(2,1) 
amassed	(2,1) 
amaszonas	(1,1) 
amateur	(1,1) (2,2) (4,1) 
amazed	(5,1) 
amazon	(5,6) (3,12) (1,43) (2,13) 
amazonas	(1,1) (3,1) (5,1) (2,1) 
amazoncom	(2,1) 
amazonian	(1,8) (5,3) 
amazonic	(1,1) 
amazonthe	(2,1) 
amazonía	(1,1) 
ambassador	(1,4) (2,3) (6,1) 
ambassadors	(1,1) (2,1) 
ambassadorscosta	(2,1) 
ambato	(1,4) 
ambazonia	(2,1) 
ambeth	(1,1) 
ambient	(2,1) 
ambiente	(1,1) 
ambiguities	(1,1) 
ambiguity	(2,1) 
ambitions	(1,3) (2,1) 
ambitious	(6,1) (1,2) (2,1) (9,1) 
amboim	(2,1) 
ambracian	(2,1) 
ambrose	(1,1) 
ambrosio	(6,1) 
ambrosius	(5,1) 
ambulance	(2,2) 
ambush	(1,1) (8,1) 
amedeo	(1,1) 
amenable	(2,1) 
amended	(2,11) (1,4) (6,1) 
amending	(2,1) (4,1) 
amendment	(4,1) (2,3) (0,2) (3,1) (1,4) (6,1) 
amendments	(1,1) (2,1) (3,1) (6,2) 
amenities	(1,1) 
amerasian	(1,2) 
amerasians	(1,3) 
america	(1,151) (2,70) (4,9) (0,25) (6,16) (3,24) (9,6) (5,13) (7,2) 
america-	(5,1) 
america-dominican	(1,1) 
americaadmiral	(6,1) 
americaby	(6,1) 
americahigh-quality	(2,1) 
americain	(1,2) 
american	(1,135) (2,75) (5,20) (4,21) (0,22) (3,12) (6,22) (9,7) 
american-owned	(2,1) 
americana/s	(1,1) 
americano	(1,1) 
americano/s	(1,1) 
americanos	(1,3) 
americans	(1,8) (2,4) (0,1) (7,1) (6,2) 
americas	(6,6) (2,22) (1,41) (5,7) (4,1) (0,11) (3,5) (9,5) 
americasin	(2,1) 
americasthe	(1,1) 
americathe	(6,1) 
americatotal	(1,1) 
americup	(1,1) 
amerigo	(1,1) (5,1) (0,1) 
amerindian	(0,1) (6,4) (1,33) (2,9) (3,4) 
amerindianin	(6,1) 
amerindians	(6,2) (1,8) (2,4) (3,3) 
amethyst	(1,1) (3,1) 
amharic	(2,1) 
amiable	(2,1) 
amichai	(2,1) 
amid	(3,2) (1,3) (2,5) (5,1) 
amidst	(0,1) (1,2) (2,2) 
aminu	(2,1) 
amir	(2,2) 
amir-abdollahian	(2,1) 
amiri	(2,2) 
amlo	(1,1) 
ammianus	(8,1) 
ammonia	(2,1) 
ammunition	(1,1) 
amnesty	(3,1) (9,2) (0,1) (2,6) (1,7) (7,1) (5,2) 
amnestys	(2,1) 
amnok	(2,1) 
among	(2,127) (5,16) (9,9) (4,12) (3,13) (1,131) (0,22) (6,11) (7,24) 
amongst	(5,1) (2,14) (6,1) (1,1) 
amos	(2,1) 
amount	(2,10) (5,2) (1,9) (9,1) (4,1) (0,1) (6,2) 
amounted	(2,2) (1,1) (7,2) (0,1) 
amounting	(2,5) (1,2) 
amounts	(2,5) (3,1) (5,1) (1,2) (7,2) (6,1) 
amoy	(1,1) 
amphibian	(1,3) (0,1) (5,1) (2,1) 
amphibians	(2,2) (7,1) (1,4) 
ample	(2,1) 
amplio	(1,1) (6,1) 
ampsivarii	(1,1) 
amputation	(2,1) 
ams	(2,1) 
amsl	(1,1) 
amsterdamthe	(1,1) 
amur	(7,2) (2,1) 
amusement	(1,1) 
amália	(2,1) 
amélia	(2,1) 
américa	(5,1) (0,3) (1,7) (3,2) (6,1) 
américas	(5,1) 
américo	(3,1) 
an	(3,37) (1,368) (2,456) (8,4) (9,32) (0,35) (4,28) (5,52) (6,48) (7,35) 
ana	(0,1) (2,3) (5,1) (1,5) 
anahuac	(1,2) 
anales	(0,1) 
analog	(1,1) 
analogous	(1,1) 
analysed	(2,1) 
analysis	(1,4) 
analysts	(1,1) (6,1) (2,1) (7,2) 
analytic	(1,2) 
anambra	(2,4) 
anamorphic	(2,1) 
anand	(2,2) 
anarchism	(1,1) (7,1) 
anarchist	(9,1) 
anarchists	(9,1) 
anarcho-communism	(7,1) (1,1) 
anarcho-sindicalist	(9,1) 
anarquista	(9,1) 
anastas	(2,1) 
anastasianism	(7,1) 
anastasio	(1,2) 
anastasios	(2,1) 
anatolian	(2,2) 
anatomically	(2,2) (7,1) (1,1) 
anatomy	(2,1) (1,2) 
ancash	(2,1) 
ancestor	(2,3) (1,3) (0,1) 
ancestors	(1,5) (3,1) (2,3) (7,2) 
ancestral	(1,3) (2,1) 
ancestries	(1,2) (5,1) 
ancestry	(5,2) (0,1) (1,30) (3,3) (7,1) (2,9) (6,2) 
ancestrythe	(1,1) 
anchovies	(2,1) 
anchovy	(9,1) 
ancient	(9,1) (2,74) (1,36) (3,1) (0,1) (7,6) 
anciently	(1,1) 
ancillary	(3,1) 
ancon	(1,1) 
ancona	(1,1) 
ancud	(6,1) 
ancus	(1,1) 
ancón	(1,1) 
and	(1,4798) (2,5325) (9,471) (5,487) (8,75) (3,510) (0,537) (4,426) (6,455) (7,551) 
and/or	(1,1) 
andalusia	(5,1) (9,11) 
andalusian	(9,2) (1,2) (2,1) 
andaluza	(9,1) 
andaman	(2,5) 
andamanese	(1,1) 
andean	(5,5) (1,30) (2,15) (6,6) 
andeca	(2,1) 
andelot	(1,1) 
anderson	(2,1) 
andes	(1,21) (5,10) (0,3) (6,23) (2,13) 
andesthe	(5,1) 
andhra	(2,2) 
andorra	(9,2) 
andrade	(1,2) (3,1) 
andrea	(1,5) 
andreas	(3,1) (2,5) (7,1) 
andrecommend	(1,1) 
andrei	(7,3) 
andres	(1,2) 
andresen	(2,1) 
andrew	(2,1) (1,2) (0,1) 
andrey	(7,1) 
andreyev	(7,1) 
andrianou	(2,1) 
andronikos	(2,1) 
andrés	(1,11) (6,1) (0,2) (5,6) 
anemia	(4,1) (2,1) 
angarita	(5,3) 
angel	(5,2) (1,2) (2,1) 
angeles	(1,3) 
angelico	(1,1) 
angelino	(2,1) (1,1) 
angelo	(1,1) 
angelopoulos	(2,1) 
angelos	(2,1) 
anger	(1,1) (5,1) (2,1) 
angered	(2,1) (4,1) (1,1) (0,1) 
anghiari	(1,1) 
angiography	(2,1) 
anglican	(2,3) (6,1) (1,1) 
anglicised	(1,1) 
anglo	(1,3) 
anglo-american	(1,1) 
anglo-americans	(1,1) 
anglo-aro	(2,1) 
anglo-celtic	(1,1) 
anglo-dutch	(1,1) 
anglo-french	(0,1) 
anglo-indians	(2,1) 
anglo-persian	(2,1) 
anglo-portuguese	(2,1) (9,1) 
anglo-qatari	(2,1) 
anglo-russian	(4,1) 
anglo-saxon	(2,1) (1,1) 
anglo-spanish	(9,3) 
anglo-turkish	(2,1) 
angola	(2,17) (3,1) 
angolan	(2,2) 
angolas	(2,1) 
angostura	(5,1) (1,1) 
angry	(1,1) (2,1) 
angulo	(2,1) 
angus	(0,2) 
anhui	(2,1) 
aniceto	(1,1) 
animal	(1,9) (2,8) (3,2) (7,2) 
animals	(2,12) (3,2) (0,1) (1,7) (5,1) (6,2) 
animalspaleontologists	(1,1) 
animalsthere	(9,1) 
animated	(0,1) (2,1) 
animism	(1,1) 
animist	(1,2) 
animistic	(1,1) 
animists	(1,1) 
anita	(3,1) (6,1) 
anitos	(1,1) 
anjou	(1,1) 
ankón	(1,1) 
ann	(2,1) 
anna	(1,7) (7,1) (2,1) 
annales	(8,1) 
annan	(2,1) 
anne	(4,1) 
annegray	(1,1) 
annex	(2,2) (1,2) 
annexation	(2,6) (1,7) (7,5) 
annexations	(7,2) 
annexe	(1,1) 
annexed	(1,9) (2,15) (4,1) (7,3) 
annexing	(2,3) (7,3) 
annibale	(1,1) 
annihilate	(0,1) 
annihilated	(2,1) 
annihilation	(0,1) 
anniversary	(1,1) (2,2) 
anno	(2,1) 
announce	(1,1) 
announced	(1,13) (2,34) (9,1) (7,1) (5,3) (0,1) (6,1) 
announcement	(1,3) (2,1) 
annual	(1,21) (2,26) (4,1) (7,5) (3,5) (5,2) (6,4) (0,4) 
annualised	(2,1) 
annually	(2,17) (0,2) (1,10) (6,1) (3,1) 
annuallyin	(2,1) 
annuallynumbering	(3,1) 
annulled	(2,1) 
annum	(2,1) 
annunciation	(2,2) 
anointed	(1,1) 
anonymously	(1,1) 
another	(1,36) (2,37) (0,4) (4,6) (9,5) (7,9) (6,11) (3,1) (5,9) 
answer	(2,1) (1,1) 
answered	(5,1) (6,1) 
answers	(0,1) (5,1) 
antagonist	(0,1) 
antagonists	(5,1) 
antanas	(1,1) 
antarctic	(6,9) (0,3) (1,3) 
antarctica	(1,4) (0,3) (7,1) (6,5) 
antartandes	(6,1) 
anteater	(5,1) 
anteaters	(5,1) (3,1) 
antecedents	(1,1) 
antecessor	(9,1) 
antel	(1,1) 
antenatal	(2,1) 
antenna	(0,2) 
antenor	(1,1) 
antero	(2,2) 
anthem	(1,3) (2,1) (4,2) 
anthology	(2,1) 
anthony	(2,1) (1,1) 
anthrope	(2,1) 
anthropologist	(1,1) 
anthropologists	(1,1) 
anthropology	(1,3) 
anthropomorphic	(1,1) (5,1) 
